title,property_number,property_price,additional_cost,debt,built_year,size,rooms,bathrooms,bedrooms,shared_entrance,parking,elevator,laus_strax,price,price_per_sqm,property_type,property_address,latitude,longitude,description,url
Suðurlandsbraut 22,F2012756,0 kr.,0 kr.,0 kr.,,242 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign ehf. kynnir til leigu : Ríflega 242 fm skrifstofurými á 3. hæð hússins.  Rýmið er merkt nr. 03-01 á grunnmynd. Allar nánari upplýsingar veitir:   Ólafur Ingi Guðmundsson, löggiltur fasteignasali og leigumiðlari, í síma 847 7700 eða  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                    - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/556492
Suðurlandsbraut 22,F2012756,0 kr.,0 kr.,0 kr.,,398 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu : 398 fm skrifstofuhúsnæði á 3.hæð við Suðurlandsbraut 22.  Um er að ræða næstum alla hæðina, opin vinnurými, skrifstofur og fundarherbergi. Kaffistofa og salerni eru í sameign. Lyfta er í húsinu.  VSK leggst ekki við leiguverð. Laust strax .  Allar nánari upplýsingar veitir:  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847 7700  eða   olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is                    - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631317
Suðurlandsbraut 22,F2012756,0 kr.,0 kr.,0 kr.,,156 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu : 156 fm skrifstofuhúsnæði á 3.hæð við Suðurlandsbraut 22.  Um er að ræða opið vinnurými, þrjár skrifstofur og fundarherbergi. Kaffistofa og salerni eru í sameign. Lyfta er í húsinu.  VSK leggst ekki við leiguverð. Laust strax .  Allar nánari upplýsingar veitir:  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847 7700  eða   olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is                    - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/547755
Suðurlandsbraut 22,F2012756,0 kr.,0 kr.,0 kr.,,125 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu : 125 fm skrifstofuhúsnæði á 2.hæð við Suðurlandsbraut 22.  Um er að ræða hluta af 2. hæð þar sem gengið er inn að aftanverðu frá bílaplani. Fundarherbergi, kaffistofa og salerni eru í sameign. Lyfta er í húsinu.  VSK leggst ekki við leiguverð. Laust strax.  Allar nánari upplýsingar veitir:  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847 7700  eða   olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is                    - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/556501
Suðurlandsbraut 6,F2241541,0 kr.,0 kr.,0 kr.,,161 m²,0 herb.,,,,,Lyfta,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:  161,9 fm skrifstofurými á þriðju hæð byggingar á þessum vinsæla stað í Laugardalnum verður laus til leigu fljótlega. Skrifstofurýmið er á austurhluta hæðar með frábæru útsýni til norðurs yfir Laugardalinn. Allar nánari upplýsingar veitir: Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari í síma  847 7700  eða  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueignar ehf,  www.atvinnueign.is                - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631325
Vesturvör 11,F2065891,167.350.000 kr.,182.650.000 kr.,0 kr.,Byggt 1972,"152,4 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,200 Kópavogur,64.11410008,-21.92840288,"Atvinnueign ehf kynnir til leigu 152,4 fm lagerhúsnæði við Vesturvör 11, 200 Kópavogur. Eignin er eitt stór opið rými, 3,6 m. lofthæð og 2,6 m. háar innkeyrsludyr, hentar vel fyrir lager eða léttan iðnað. Salerni er ekki til staðar, en möguleiki er á að koma því upp. Góð aðkoma er að húsinu. VSK leggst við leigufjárhæð. Laust frá 1. maí 2024. Húsnæðið hentar ekki fyrir bílaverkstæði eða bónstöð og þessháttar stafsemi.  Nánari upplýsingar veitir: Ólafur Ingi Guðmundsson, löggiltur fasteignasali og leigumiðlari í síma 847 7700 eða  olafur@atvinnueign.is Halldór Már Sverrisson, löggiltur fasteignasali og leigumiðlari í síma 898 5599, tölvupóstur  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                    - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631348
Lóuhólar 2-4,F2049258,0 kr.,0 kr.,0 kr.,,133 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,111 Reykjavík,,,"Atvinnueign kynnir til leigu : 133 fm verslunar- og þjónusturými í Hólagarði í Lóuhólum 2-4.  Rýmið býður upp á mikla möguleika en það skiptist í 7-8 lokuð rými, en vaskar eru í flestum rýmum. Þar að auki er rúmgott andyri og starfsmannaaðstaða. Gott aðgengi þar sem gengið er inn í rýmið utan frá.  VSK bætist við leiguverð. Laust strax.  Allar nánari upplýsingar veitir :  Ólafur Ingi Guðmundsson , löggiltur fasteignasali í síma  847-7700  eða  olafur@atvinnueign.is  Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is             - Atvinnueignir eru okkar fag",https://fasteignir.visir.is/property/564172
Smáratorg 3,F2289966,0 kr.,0 kr.,0 kr.,Byggt 2008,820 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Atvinnueign kynnir:  Til leigu glæsileg skrifstofuhæð, 15. hæð um 820 fm á heil hæð í Turninum Smáratorgi 3 í Kópavogi. Skrifstofuhúsnæðið skipist í opin rými, skrifstofur, fundaraðstöðu, kaffistofu, fatahengi, salerni. Flott útsýni til allra átta, afar flott skrifstofuhæð bæði í opnu rými og með lokaðar skrifstofur. Loftræstikerfi er á hæðinni. Fyrir miðju hæðarinnar er lyftu og stigahús. 6 öflugar lyftur eru í húsinu. Val er um aðgangsstýringu með sérlyklum að lyftum. Móttaka er á jarðhæð þar sem í boði er símsvörun og póstþjónusta. Stórglæsilegt útsýni, rúmgóður bílakjallari og búningaðstaða fylgir húsinu. Næg bílastæði, m.a 480 bílastæði í kjallari og stutt á allar stofnbrautir. Glæsilegt skrifstofuhúsnæði sem þjónar öllum helstu nútíma kröfum og þægindum. Hæðin er laus samkvæmt samkomulagi. Allar nánari upplýsingar á og utan opnunartíma veitir: Halldór Már Sverrisson, viðskiptafræðingur, lögg. fasteignasali og leigumiðlari í síma 898-5599 eða   halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                   - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631511
Grensásvegur 16,F2015617,0 kr.,0 kr.,0 kr.,Byggt 1987,577 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir:  577fm. Verslunar og lagerhúsnæði á jarðhæð, innkeyrsluhurð er bakatil á góðum stað að Grensásvegi. Góðir verslunargluggar og því mikil sýnileiki frá götu.  Í dag er rýmið skipt niður í tvær einingar 160 fm og hins vegar 417 fm sem mætti sameina. Tvö skrifstofuherbergi, loftræstikerfi, eldhúsaðstaða. VSK leggst ekki við leigufjárhæð. Húsnæðið er laust samkvæmt samkomulagi. Allar nánari upplýsingar á og utan opnunartíma veitir: Halldór Már Sverrisson, viðskiptafræðingur, lögg. fasteignasali og lögg.leigumiðlari. í síma 898-5599 eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is              - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631514
Síðumúli 23,F2015543,0 kr.,0 kr.,0 kr.,,110 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:  Um 110 fm skrifstofurými á 2. hæð við Síðumúla 23 í Reykjavík.  Húsnæðið skiptist í móttöku, 3 skrifstofur eða fundarherbergi. Lyfta er í húsinu. Inngangur er frá Síðumúla.  Húsnæðið er ekki vsk húsnæði. Laust eftir samkomulagi.  Allar nánari upplýsingar veita: Ólafur Ingi Guðmundsson , lögg. fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Halldór Már Sverrisson , lögg. fasteignasali og leigumiðlari. í síma  898 5599 eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/508367
Síðumúli 23,F2015543,0 kr.,0 kr.,0 kr.,,400 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu eða sölu:  400   fm skrifstofurými á 2. hæð við Síðumúla 23 í Reykjavík.  Húsnæðið skiptist í móttöku, 12 skrifstofur/fundarherbergi, opið vinnurými, kaffistofu með kæliskáp og uppþvottavél og tvö salerni. Lyfta er í húsinu. Tveir inngangar eru í húsnæðið, annar frá Síðumúla en hinn frá Selmúla. Möguleiki er á að skipta rýminu upp í 290 fm og 110 fm.  VSK bætist ekki við leiguverð. Laust strax. Allar nánari upplýsingar veita: Ólafur Ingi Guðmundsson , lögg. fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Halldór Már Sverrisson , lögg. fasteignasali og leigumiðlari. í síma  898 5599  -  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631256
Síðumúli 23,F2015543,0 kr.,0 kr.,0 kr.,,290 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:  Um 290 fm skrifstofurými á 2. hæð við Síðumúla 23 í Reykjavík.  Húsnæðið skiptist í móttöku, 8 skrifstofur, fundarherbergi, opið vinnurými, kaffistofu með kæliskáp og uppþvottavél og tvö salerni. Það er ekki lyfta í þessum hluta rýmisins. Inngangur er frá Selmúla.  Húsnæðið er ekki vsk húsnæði. Laust strax. Allar nánari upplýsingar veita: Ólafur Ingi Guðmundsson , lögg. fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Halldór Már Sverrisson , lögg. fasteignasali og leigumiðlari. í síma  898 5599 eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,   www.atvinnueign.is                        - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/574074
Smiðjuvegur 42,F2065363,0 kr.,0 kr.,0 kr.,Byggt 1979,1100 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,200 Kópavogur,64.11176902,-21.84644689,"Atvinnueign kynnir til leigu:  Um 1100 fm verslunar- og iðnaðarhúsnæði við Smiðjuveg 42 í Kópaogi.  Verslunar- og iðnaðarhúsnæði sem býður upp á margvíslega möguleika fyrir áhugasama aðila. Háar innkeyrsluhurðir eru til staðar og gott lagerrými.  Laust eftir samkomulagi. VSK bætist við leiguverð.  Allar nánari upplýsingar veitit : Ólafur Ingi Guðmundsson, löggiltur fasteignasali og leigumiðlari, í síma 847-7700 eða  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf.,  www.atvinnueign.is                  - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/598308
Stórhöfði 17,F2213272,42.300.000 kr.,82.600.000 kr.,0 kr.,Byggt 1992,10 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,110 Reykjavík,64.1287397,-21.81016017,"Atvinnueign kynnir til leigu : skrifborðsaðstöðu í opnu rými með glæsilegu útsýni á 2. hæð í endurgerðu skrifstofurými að Stórhöfða 17 við Gullinbrú í Reykjavík – frábært útsýni til Esjunnar yfir Grafarvog og Grafarholt. Öll helsta þjónusta innifalin eins og internet, fundarherbergi, kaffistofa og eldhús, þrif o.s.frv. Gott aðgengi og næg bílastæði. Stutt í stofnleiðir.  Laust nú þegar. VSK bætist EKKI við leiguverð. Allar nánari upplýsingar veitir :  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631259
Suðurhella 8,F2306869,73.150.000 kr.,111.000.000 kr.,0 kr.,Byggt 2012,"288,8 m²",2 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,221 Hafnarfjörður,64.04291225,-21.98593059,"Atvinnueign kynnir til leigu : 288,8 fm iðnaðar- og lagerhúsnæði við Suðurhellu 8 í Hafnarfirði.  Um er að ræða 210,7 fm neðri hæð og 78,1 fm efri hæð. Um 4 m innkeyrsluhurð er í rýmið og gönguhurð er við hliðina. Neðri hæð er eitt opið rými auk þess sem kaffistofa, salerni og búningsaðstaða er til staðar. Á efri hæð er skrifstofurými. Öflug heimtaug, 3X400A, er í rýminu.  Laust 1. maí 2024. VSK bætist við leiguverð.  Allar nánari upplýsingar veitir :  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631261
Sætún 0,F2328963,21.550.000 kr.,44.950.000 kr.,0 kr.,Byggt 1975,470 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,116 Kjalarnes,64.21180815,-21.77421248,"Atvinnueign kynnir til leigu : Um 470 fm atvinnu- og iðnaðarhúsnæði við Sætún á Kjalarnesi.  Um er að ræða stórt og rúmgott rými í snyrtilegu húsnæði með um 500 fm útisvæði.  Laust eftir samkomulagi. VSK bætist við leiguverð.  Allar nánari upplýsingar veitir :  Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  -  olafur@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631262
Tónahvarf 5,F2329399,109.550.000 kr.,0 kr.,0 kr.,,284 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09510394,-21.81297908,"Atvinnueign kynnir til leigu : 284 fm atvinnuhúsnæði við Tónahvarf 5, 203 Kópavogi.  Tilbúið til afhendingar snemma árs 2024.  Grunnflötur jarðhæðar er 208 fm en milliloft er 76 fm. Tónahvarf 5 er tveggja hæða staðsteypt fjölnotahúsnæði ásamt millilofti. Mjög gott útsýni til norðurs á efri hæðum með stórum útsýnisgluggum sem eru allt að 1,8 metri að hæð sem tryggir mikla birtu innan rýmis. Svalir eru á efri hæðum, um 10 fm að stærð. Nánar um hönnun: Hæðir skiptast í grunnflöt sem er með aðkomu fyrir neðan hús og ásamt aðkomuhæð við Tónahvarf. Um 25% af heildarstærð er með steyptu millilofti sem er hægt að nýta sem skrifstofur eða minni lager. Lofthæðir eru frá 6 – 7,5 metrum að hæð og milliloft frá 3 – 4,2 metrum að hæð. Rýmum verður skilað með salernum, ræstirými ásamt kaffistofu. Húsin eru nýtt undir ýmisskonar starfsemi svo sem heildsölur, skrifstofur, verslanir og vörulager. VSK leggst við leigufjárhæð. Allar nánari upplýsingar veita : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Halldór Már Sverrisson , viðskiptafræðingur, lögg. fasteignasali og leigumiðlari. í síma  790-5599  eða  halldor@atvinnueign.is  Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is           - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/566893
Tónahvarf 5,F2329395,109.550.000 kr.,0 kr.,0 kr.,,299 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,64.09510394,-21.81297908,"Atvinnueign kynnir til leigu : 299 fm atvinnuhúsnæði við Tónahvarf 5, 203 Kópavogi.  Tilbúið til afhendingar snemma árs 2024.  Grunnflötur jarðhæðar er 208 fm en milliloft er 91 fm. Tónahvarf 5 er tveggja hæða staðsteypt fjölnotahúsnæði ásamt millilofti. Mjög gott útsýni til norðurs á efri hæðum með stórum útsýnisgluggum sem eru allt að 1,8 metri að hæð sem tryggir mikla birtu innan rýmis. Svalir eru á efri hæðum, um 10 fm að stærð. Nánar um hönnun: Hæðir skiptast í grunnflöt sem er með aðkomu fyrir neðan hús og ásamt aðkomuhæð við Tónahvarf. Um 25% af heildarstærð er með steyptu millilofti sem er hægt að nýta sem skrifstofur eða minni lager. Lofthæðir eru frá 6 – 7,5 metrum að hæð og milliloft frá 3 – 4,2 metrum að hæð. Rýmum verður skilað með salernum, ræstirými ásamt kaffistofu. Húsin eru nýtt undir ýmisskonar starfsemi svo sem heildsölur, skrifstofur, verslanir og vörulager. VSK leggst við leigufjárhæð. Allar nánari upplýsingar veita : Ólafur Ingi Guðmundsson , löggiltur fasteignasali og leigumiðlari, í síma  847-7700  eða  olafur@atvinnueign.is   Halldór Már Sverrisson , viðskiptafræðingur, lögg. fasteignasali og leigumiðlari. í síma  790-5599  eða  halldor@atvinnueign.is  Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is           - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/631264
